times,lat,longs,prof,mssn,vr,profnew,mo,mw,mxx,mxy,mxz,myy,myz,mzz,strike1,dip1,rake1,strike2,dip2,rake2,CLVD,sta_num
2007-06-12 06:08:10,15.87,-91.8,20,4.6,50.59,12,3.648E+021,3.7,-39.065,-19.157,-1.168,18.278,5.279,20.786,146,65,152,248,65,27,75,2
2007-06-07 22:14:33,16.76,-99.51,24,4.3,54.54,34,5.88E+021,3.8,9.455,29.829,-15.235,37.742,21.64,-47.198,351,56,-59,124,45,-127,7,1
2007-06-07 22:14:33,16.76,-99.51,24,4.3,54.54,34,5.88E+021,3.8,9.455,29.829,-15.235,37.742,21.64,-47.198,351,56,-59,124,45,-127,7,1
2007-06-02 11:14:45,16.57,-91.95,45,4.2,59.39,20,8.042E+021,3.9,83.841,-39.322,33.192,-44.9,-12.877,-38.941,212,87,-156,121,66,-4,90,3
2007-06-02 11:14:45,16.57,-91.95,45,4.2,59.39,20,8.042E+021,3.9,83.841,-39.322,33.192,-44.9,-12.877,-38.941,212,87,-156,121,66,-4,90,3
2007-06-02 00:20:06,17.03,-95.61,73,4.5,79.78,90,1.147E+023,4.7,522.334,934.093,413.376,-523.462,100.726,1.127,74,82,162,167,72,9,20,1
2007-06-02 00:20:06,17.03,-95.61,73,4.5,79.78,90,1.147E+023,4.7,522.334,934.093,413.376,-523.462,100.726,1.127,74,82,162,167,72,9,20,1
2007-06-01 19:50:17,18.72,-104.07,20,4.8,53.44,8,7.756E+022,4.6,-832.303,-30.253,7.377,673.215,-157.351,159.087,47,79,11,315,79,169,28,3
2007-06-01 19:50:17,18.72,-104.07,20,4.8,53.44,8,7.756E+022,4.6,-832.303,-30.253,7.377,673.215,-157.351,159.087,47,79,11,315,79,169,28,3
2007-05-31 10:11:11,18.66,-104.14,11,5.1,85.38,16,6.215E+023,5.2,-2887.29,-1593.77,-609.485,3308.9,-5402.44,-421.605,162,86,-119,65,30,-8,57,1
2007-05-31 10:11:11,18.66,-104.14,11,5.1,85.38,16,6.215E+023,5.2,-2887.29,-1593.77,-609.485,3308.9,-5402.44,-421.605,162,86,-119,65,30,-8,57,1
2007-05-28 20:36:11,18.44,-99.99,69,4.2,66.48,66,6.533E+022,4.5,-251.878,-72.941,318.583,362.208,-478.173,-110.33,218,83,-65,322,25,-164,35,1
2007-05-28 20:36:11,18.44,-99.99,69,4.2,66.48,66,6.533E+022,4.5,-251.878,-72.941,318.583,362.208,-478.173,-110.33,218,83,-65,322,25,-164,35,1
2007-05-23 19:09:14,21.93,-96.14,16,5.5,54.22,44,3.941E+024,5.7,23778.2,-36330.8,1629.19,-4606.42,2512.25,-19171.8,12,79,-169,280,79,-11,76,3
2007-05-23 19:09:14,21.93,-96.14,16,5.5,54.22,44,3.941E+024,5.7,23778.2,-36330.8,1629.19,-4606.42,2512.25,-19171.8,12,79,-169,280,79,-11,76,3
2007-05-11 00:09:36,14.43,-94.58,16,4.2,50.41,4,1.772E+022,4.1,97.951,41.129,8.913,107.755,-30.656,-205.707,145,48,-82,313,42,-98,61,2
2007-05-11 00:09:36,14.43,-94.58,16,4.2,50.41,4,1.772E+022,4.1,97.951,41.129,8.913,107.755,-30.656,-205.707,145,48,-82,313,42,-98,61,2
2007-05-07 12:34:04,18.02,-101.41,77,4.6,50.23,52,3.466E+022,4.3,268.876,-184.696,32.949,-188.074,-167.244,-80.803,209,78,-149,112,59,-14,7,3
2007-05-07 12:34:04,18.02,-101.41,77,4.6,50.23,52,3.466E+022,4.3,268.876,-184.696,32.949,-188.074,-167.244,-80.803,209,78,-149,112,59,-14,7,3
2007-05-04 10:21:10,17.2,-96.84,70,4.8,74.06,68,3.302E+023,5,-455.854,1414.11,627.474,3178.86,406.508,-2723.01,329,52,-107,175,41,-70,45,3
2007-05-04 10:21:10,17.2,-96.84,70,4.8,74.06,68,3.302E+023,5,-455.854,1414.11,627.474,3178.86,406.508,-2723.01,329,52,-107,175,41,-70,45,3
2007-04-28 13:56:35,16.94,-99.82,9,5,90.1,36,2.221E+023,4.9,-2355.37,-341.403,-10.008,2032.57,-25.381,322.794,319,90,179,49,89,0,27,1
2007-04-28 13:56:35,16.94,-99.82,9,5,90.1,36,2.221E+023,4.9,-2355.37,-341.403,-10.008,2032.57,-25.381,322.794,319,90,179,49,89,0,27,1
2007-04-19 11:15:47,16.67,-94.12,102,4.7,76.28,120,5.974E+022,4.5,-288.735,-1.11,359.927,304.537,373.033,-15.802,316,89,-120,225,30,-2,2,3
2007-04-19 11:15:47,16.67,-94.12,102,4.7,76.28,120,5.974E+022,4.5,-288.735,-1.11,359.927,304.537,373.033,-15.802,316,89,-120,225,30,-2,2,3
2007-04-19 10:02:09,17.21,-101.37,24,5.2,59.77,20,4.765E+023,5.1,-3226.31,-2431.72,2290.33,1334.8,2348.26,1891.51,142,75,123,254,36,26,57,3
2007-04-19 10:02:09,17.21,-101.37,24,5.2,59.77,20,4.765E+023,5.1,-3226.31,-2431.72,2290.33,1334.8,2348.26,1891.51,142,75,123,254,36,26,57,3
2007-04-13 08:43:50,17.27,-100.27,51,5.4,82.7,44,9.538E+023,5.3,-1805.87,-405.996,-7828.55,2377.05,-5138.71,-571.18,306,90,101,37,11,1,28,3
2007-04-13 08:43:50,17.27,-100.27,51,5.4,82.7,44,9.538E+023,5.3,-1805.87,-405.996,-7828.55,2377.05,-5138.71,-571.18,306,90,101,37,11,1,28,3
2007-04-13 05:42:22,17.09,-100.44,41,6.3,78.73,44,7.128E+024,5.9,-24940.3,-28087.7,-56485.2,5104.56,-30626.8,19835.8,298,77,87,129,13,101,53,3
2007-04-13 05:42:22,17.09,-100.44,41,6.3,78.73,44,7.128E+024,5.9,-24940.3,-28087.7,-56485.2,5104.56,-30626.8,19835.8,298,77,87,129,13,101,53,3
2007-04-01 19:45:44,15.75,-97.89,16,4.4,66.01,8,1.906E+022,4.2,-151.046,-77.705,39.214,-31.516,14.459,182.562,115,51,88,298,39,92,7,3
2007-04-01 19:45:44,15.75,-97.89,16,4.4,66.01,8,1.906E+022,4.2,-151.046,-77.705,39.214,-31.516,14.459,182.562,115,51,88,298,39,92,7,3
2007-04-01 19:38:40,15.84,-97.87,5,4.3,68.33,2,1.876E+022,4.1,-69.833,-114.934,113.974,-40.44,21.025,110.273,107,68,63,340,34,138,32,1
2007-04-01 19:38:40,15.84,-97.87,5,4.3,68.33,2,1.876E+022,4.1,-69.833,-114.934,113.974,-40.44,21.025,110.273,107,68,63,340,34,138,32,1
2007-04-01 18:15:15,16.22,-97.35,24,4.4,70.71,22,1.545E+022,4.1,-59.013,34.279,-138.905,11.504,-22.026,47.509,277,80,106,37,18,32,4,1
2007-04-01 18:15:15,16.22,-97.35,24,4.4,70.71,22,1.545E+022,4.1,-59.013,34.279,-138.905,11.504,-22.026,47.509,277,80,106,37,18,32,4,1
2007-03-31 06:18:56,17,-99.79,34,4.7,70.21,28,5.011E+022,4.4,-444.077,-154.853,-64.059,174.527,-269.956,269.55,317,66,134,70,49,33,2,3
2007-03-31 06:18:56,17,-99.79,34,4.7,70.21,28,5.011E+022,4.4,-444.077,-154.853,-64.059,174.527,-269.956,269.55,317,66,134,70,49,33,2,3
2007-03-29 22:22:55,16.65,-98.5,1,4.2,50.38,22,5.532E+021,3.8,-55.349,3.037,-25.433,45.02,6.855,10.329,43,85,-22,135,68,-175,56,3
2007-03-29 22:22:55,16.65,-98.5,1,4.2,50.38,22,5.532E+021,3.8,-55.349,3.037,-25.433,45.02,6.855,10.329,43,85,-22,135,68,-175,56,3
2007-03-28 13:21:39,24.58,-108.92,3,5.4,90.2,2,6.885E+023,5.2,1457.97,167,2916.09,-1866.06,-6054.21,408.083,27,86,100,136,11,19,26,1
2007-03-28 13:21:39,24.58,-108.92,3,5.4,90.2,2,6.885E+023,5.2,1457.97,167,2916.09,-1866.06,-6054.21,408.083,27,86,100,136,11,19,26,1
2007-03-27 15:35:43,15.48,-95.91,5,4.2,57.82,22,5.404E+021,3.8,-31.845,-43.725,-15.024,15.41,9.475,16.435,259,76,24,163,67,165,32,1
2007-03-27 15:35:43,15.48,-95.91,5,4.2,57.82,22,5.404E+021,3.8,-31.845,-43.725,-15.024,15.41,9.475,16.435,259,76,24,163,67,165,32,1
2007-03-15 13:13:00,16.08,-97.26,15,5.1,60.32,12,3.954E+023,5,819.959,579.483,-3506.66,-559.225,-1702.89,-260.734,116,85,-87,265,5,-122,35,3
2007-03-15 13:13:00,16.08,-97.26,15,5.1,60.32,12,3.954E+023,5,819.959,579.483,-3506.66,-559.225,-1702.89,-260.734,116,85,-87,265,5,-122,35,3
2007-03-04 08:36:37,16.81,-99.89,10,4.3,60.63,24,7.014E+021,3.9,-38.739,-42.56,19.431,-21.279,-3.844,60.018,114,52,70,325,42,114,24,1
2007-03-04 08:36:37,16.81,-99.89,10,4.3,60.63,24,7.014E+021,3.9,-38.739,-42.56,19.431,-21.279,-3.844,60.018,114,52,70,325,42,114,24,1
2007-03-01 09:08:50,15.44,-94.79,20,4.6,62.25,34,3.03E+022,4.3,-141.409,-238.136,34.223,-99.668,14.374,241.076,127,49,82,318,42,98,65,3
2007-03-01 09:08:50,15.44,-94.79,20,4.6,62.25,34,3.03E+022,4.3,-141.409,-238.136,34.223,-99.668,14.374,241.076,127,49,82,318,42,98,65,3
2007-03-01 06:45:21,16.42,-99.11,9,4.5,76.76,16,4.877E+022,4.4,-134.368,-181.287,382.402,-132.59,75.574,266.959,109,73,72,337,25,136,10,3
2007-03-01 06:45:21,16.42,-99.11,9,4.5,76.76,16,4.877E+022,4.4,-134.368,-181.287,382.402,-132.59,75.574,266.959,109,73,72,337,25,136,10,3
2007-03-01 00:19:34,17.33,-95.04,128,4.7,65.77,125,1.368E+023,4.7,319.426,823.501,-1079.15,-124.074,-246.891,-195.352,93,85,-125,355,35,-9,49,1
2007-03-01 00:19:34,17.33,-95.04,128,4.7,65.77,125,1.368E+023,4.7,319.426,823.501,-1079.15,-124.074,-246.891,-195.352,93,85,-125,355,35,-9,49,1
2007-02-26 16:24:59,16.44,-99.07,15,4.3,63.38,20,5.637E+021,3.8,2.479,-15.879,31.51,-44.783,8.051,42.304,136,61,60,7,41,133,22,1
2007-02-26 16:24:59,16.44,-99.07,15,4.3,63.38,20,5.637E+021,3.8,2.479,-15.879,31.51,-44.783,8.051,42.304,136,61,60,7,41,133,22,1
2007-02-26 06:39:14,16.4,-99.08,6,4.6,60.32,14,3.673E+022,4.3,-379.699,-91.336,107.228,94.071,71.449,285.628,113,56,106,266,37,68,48,3
2007-02-26 06:39:14,16.4,-99.08,6,4.6,60.32,14,3.673E+022,4.3,-379.699,-91.336,107.228,94.071,71.449,285.628,113,56,106,266,37,68,48,3
2007-02-23 07:12:16,25.77,-110.57,10,4.7,55.78,14,7.835E+022,4.6,-357.027,-678.204,276.011,193.008,-16.91,164.019,80,86,22,349,68,176,36,3
2007-02-23 07:12:16,25.77,-110.57,10,4.7,55.78,14,7.835E+022,4.6,-357.027,-678.204,276.011,193.008,-16.91,164.019,80,86,22,349,68,176,36,3
2007-02-21 09:01:59,25.49,-109.86,6,4.9,51.14,10,4.166E+022,4.4,50.14,99.8,-237.606,-159.402,301.227,109.262,219,80,101,351,15,43,30,2
2007-02-21 09:01:59,25.49,-109.86,6,4.9,51.14,10,4.166E+022,4.4,50.14,99.8,-237.606,-159.402,301.227,109.262,219,80,101,351,15,43,30,2
2007-02-14 18:04:40,16.76,-96.18,78,4.6,81.9,64,1.455E+023,4.7,851.295,557.108,356.157,328.005,757.705,-1179.3,320,63,-74,107,32,-118,12,3
2007-02-14 18:04:40,16.76,-96.18,78,4.6,81.9,64,1.455E+023,4.7,851.295,557.108,356.157,328.005,757.705,-1179.3,320,63,-74,107,32,-118,12,3
2007-02-11 20:22:51,16.91,-99.25,16,4.5,55.05,40,2.595E+022,4.2,224.656,128.624,-13.68,2.116,37.327,-226.772,307,47,-73,102,46,-108,34,3
2007-02-11 20:22:51,16.91,-99.25,16,4.5,55.05,40,2.595E+022,4.2,224.656,128.624,-13.68,2.116,37.327,-226.772,307,47,-73,102,46,-108,34,3
2007-02-09 20:42:25,19.57,-92.26,20,4.8,55.17,2,1.737E+023,4.8,173.471,-274.327,-258.707,1593.36,210.201,-1766.84,17,50,-82,184,41,-100,16,2
2007-02-09 20:42:25,19.57,-92.26,20,4.8,55.17,2,1.737E+023,4.8,173.471,-274.327,-258.707,1593.36,210.201,-1766.84,17,50,-82,184,41,-100,16,2
2007-02-06 10:55:31,18.14,-100.82,51,4.6,86.97,56,6.338E+022,4.5,724.583,-189.904,-58.219,-437.586,103.077,-286.997,39,77,-160,304,71,-14,66,1
2007-02-06 10:55:31,18.14,-100.82,51,4.6,86.97,56,6.338E+022,4.5,724.583,-189.904,-58.219,-437.586,103.077,-286.997,39,77,-160,304,71,-14,66,1
2007-01-29 12:37:04,15.09,-94.89,59,4.6,57.37,30,2.387E+023,4.9,-2143.19,-390.532,-143.463,2553.82,29.419,-410.635,50,87,-4,140,86,-177,31,1
2007-01-29 12:37:04,15.09,-94.89,59,4.6,57.37,30,2.387E+023,4.9,-2143.19,-390.532,-143.463,2553.82,29.419,-410.635,50,87,-4,140,86,-177,31,1
2007-01-25 00:06:55,15.02,-92.45,116,4.9,60.47,94,4.035E+023,5,2452.84,1618.18,1971.51,536.132,1502.62,-2988.97,305,64,-85,114,26,-100,17,3
2007-01-25 00:06:55,15.02,-92.45,116,4.9,60.47,94,4.035E+023,5,2452.84,1618.18,1971.51,536.132,1502.62,-2988.97,305,64,-85,114,26,-100,17,3
2007-01-15 20:50:20,15.92,-95.51,29,4.5,89.76,26,1.43E+022,4.1,-58.652,28.884,56.779,143.009,-31.85,-84.356,204,62,-45,319,52,-143,18,1
2007-01-15 20:50:20,15.92,-95.51,29,4.5,89.76,26,1.43E+022,4.1,-58.652,28.884,56.779,143.009,-31.85,-84.356,204,62,-45,319,52,-143,18,1
2007-01-03 06:55:19,16.06,-97.55,20,4.8,72.13,22,6.528E+022,4.5,-465.957,-326.563,93.919,-151.568,45.4,617.525,121,50,89,303,40,92,16,3
2007-01-03 06:55:19,16.06,-97.55,20,4.8,72.13,22,6.528E+022,4.5,-465.957,-326.563,93.919,-151.568,45.4,617.525,121,50,89,303,40,92,16,3
2007-01-01 08:24:49,16.78,-100.35,16,4.7,60.89,20,5.904E+022,4.5,-474.107,-450.804,-86.206,223.651,62.019,250.457,254,77,18,159,72,166,62,3
2007-01-01 08:24:49,16.78,-100.35,16,4.7,60.89,20,5.904E+022,4.5,-474.107,-450.804,-86.206,223.651,62.019,250.457,254,77,18,159,72,166,62,3
2008-12-23 03:55:28,28.12,-112.58,26,4.4,50.27,2,7.251E+021,3.9,11.277,31.258,-3.885,-60.729,38.203,49.452,189,62,76,37,31,115,50,3
2008-12-23 03:55:28,28.12,-112.58,26,4.4,50.27,2,7.251E+021,3.9,11.277,31.258,-3.885,-60.729,38.203,49.452,189,62,76,37,31,115,50,3
2008-12-09 23:44:13,17.95,-98.48,36,4.6,72.25,54,5.675E+022,4.5,366.452,281.037,-182.089,147.84,-17.378,-514.292,115,54,-102,314,38,-74,10,3
2008-12-09 23:44:13,17.95,-98.48,36,4.6,72.25,54,5.675E+022,4.5,366.452,281.037,-182.089,147.84,-17.378,-514.292,115,54,-102,314,38,-74,10,3
2008-12-06 12:52:24,24.18,-108.92,16,4.2,73.6,4,8.86E+022,4.6,-772.689,363.39,-403.414,625.651,-113.29,147.039,300,89,152,30,62,1,39,3
2008-12-06 12:52:24,24.18,-108.92,16,4.2,73.6,4,8.86E+022,4.6,-772.689,363.39,-403.414,625.651,-113.29,147.039,300,89,152,30,62,1,39,3
2008-12-02 14:40:27,17.21,-91.74,42,4.3,50.13,20,3.159E+022,4.3,-246.181,-50.946,-53.037,-110.595,43.988,356.776,281,49,80,115,42,101,55,3
2008-12-02 14:40:27,17.21,-91.74,42,4.3,50.13,20,3.159E+022,4.3,-246.181,-50.946,-53.037,-110.595,43.988,356.776,281,49,80,115,42,101,55,3
2008-11-24 08:33:45,17.88,-103.08,6,4.6,51.3,18,6.985E+022,4.5,-456.665,-384.826,-251.834,173.495,-374.047,283.17,327,75,128,76,40,24,44,3
2008-11-24 08:33:45,17.88,-103.08,6,4.6,51.3,18,6.985E+022,4.5,-456.665,-384.826,-251.834,173.495,-374.047,283.17,327,75,128,76,40,24,44,3
2008-11-13 18:43:18,24.01,-109.29,5,4.7,59.43,2,8.303E+022,4.6,476.391,-208.189,281.522,392.596,-189.607,-868.986,233,57,-88,50,33,-92,47,3
2008-11-13 18:43:18,24.01,-109.29,5,4.7,59.43,2,8.303E+022,4.6,476.391,-208.189,281.522,392.596,-189.607,-868.986,233,57,-88,50,33,-92,47,3
2008-10-28 09:10:19,17.16,-100.07,25,4.5,58.93,50,3.315E+022,4.3,19.85,-42.876,-297.266,-5.538,-142.002,-14.312,295,90,83,204,7,179,18,3
2008-10-28 09:10:19,17.16,-100.07,25,4.5,58.93,50,3.315E+022,4.3,19.85,-42.876,-297.266,-5.538,-142.002,-14.312,295,90,83,204,7,179,18,3
2008-10-18 14:54:21,24.03,-109.29,2,4.3,60.92,28,1.144E+022,4,-37.427,-55.996,86.064,-15.8,22.515,53.226,107,73,70,339,26,139,27,3
2008-10-18 14:54:21,24.03,-109.29,2,4.3,60.92,28,1.144E+022,4,-37.427,-55.996,86.064,-15.8,22.515,53.226,107,73,70,339,26,139,27,3
2008-10-16 19:41:25,14.05,-92.86,23,6.6,64.92,20,7.124E+025,6.5,-505979,-339984,108956,-181262,10346.7,687241,118,49,84,307,41,96,8,3
2008-10-16 19:41:25,14.05,-92.86,23,6.6,64.92,20,7.124E+025,6.5,-505979,-339984,108956,-181262,10346.7,687241,118,49,84,307,41,96,8,3
2008-09-23 22:46:15,16.45,-100.11,10,5.2,70.81,6,1.949E+023,4.8,-1962.04,172.841,412.33,143.72,157.561,1818.32,92,51,98,259,39,80,14,3
2008-09-23 22:46:15,16.45,-100.11,10,5.2,70.81,6,1.949E+023,4.8,-1962.04,172.841,412.33,143.72,157.561,1818.32,92,51,98,259,39,80,14,3
2008-09-22 05:55:50,16.46,-100.15,7,4.6,60.67,8,1.007E+023,4.6,-695.929,-523.335,118.878,-241.193,152.65,937.122,127,50,95,299,40,84,18,3
2008-09-22 05:55:50,16.46,-100.15,7,4.6,60.67,8,1.007E+023,4.6,-695.929,-523.335,118.878,-241.193,152.65,937.122,127,50,95,299,40,84,18,3
2008-09-20 04:52:27,14.28,-92.62,13,5,57.79,40,3.732E+023,5,-3320.68,-1749.48,-519.113,2018.23,1495.02,1302.44,247,67,26,146,66,155,12,3
2008-09-20 04:52:27,14.28,-92.62,13,5,57.79,40,3.732E+023,5,-3320.68,-1749.48,-519.113,2018.23,1495.02,1302.44,247,67,26,146,66,155,12,3
2008-08-22 07:40:17,16.73,-100.23,5,4.4,68.91,24,1.854E+022,4.1,-146.196,25.339,120.18,105.237,58.155,40.959,121,83,131,220,41,11,38,3
2008-08-22 07:40:17,16.73,-100.23,5,4.4,68.91,24,1.854E+022,4.1,-146.196,25.339,120.18,105.237,58.155,40.959,121,83,131,220,41,11,38,3
2008-08-07 02:18:14,26.92,-111.05,14,4.9,75.5,4,5.489E+023,5.1,-4647.36,1863.78,-970.653,5254.05,-1161.87,-606.691,305,89,165,35,75,1,26,3
2008-08-07 02:18:14,26.92,-111.05,14,4.9,75.5,4,5.489E+023,5.1,-4647.36,1863.78,-970.653,5254.05,-1161.87,-606.691,305,89,165,35,75,1,26,3
2008-07-30 10:23:33,15.97,-96.1,49,5.1,66.67,46,8.351E+023,5.2,1613.8,5683.33,-2290.79,4416.97,1938.96,-6030.76,349,53,-50,115,52,-131,23,3
2008-07-30 10:23:33,15.97,-96.1,49,5.1,66.67,46,8.351E+023,5.2,1613.8,5683.33,-2290.79,4416.97,1938.96,-6030.76,349,53,-50,115,52,-131,23,3
2008-07-09 14:51:50,15.96,-98.52,13,4.4,63.17,6,1.478E+022,4.1,-71.65,-97.917,-1.32,-58.567,-15.954,130.217,319,48,98,127,43,81,39,3
2008-07-09 14:51:50,15.96,-98.52,13,4.4,63.17,6,1.478E+022,4.1,-71.65,-97.917,-1.32,-58.567,-15.954,130.217,319,48,98,127,43,81,39,3
2008-06-22 01:32:07,16.6,-94.26,114,4.7,69.2,115,6.383E+023,5.2,-1967.44,2452.85,1791.57,5522.93,3577.67,-3555.49,331,66,-105,184,28,-60,66,3
2008-06-22 01:32:07,16.6,-94.26,114,4.7,69.2,115,6.383E+023,5.2,-1967.44,2452.85,1791.57,5522.93,3577.67,-3555.49,331,66,-105,184,28,-60,66,3
2008-06-15 15:47:01,26.62,-111.27,9,4.3,50.9,8,1.117E+023,4.7,-1166.1,-457.523,121.675,680.422,-262.453,485.674,63,70,24,324,67,158,50,3
2008-06-15 15:47:01,26.62,-111.27,9,4.3,50.9,8,1.117E+023,4.7,-1166.1,-457.523,121.675,680.422,-262.453,485.674,63,70,24,324,67,158,50,3
2008-06-05 05:11:25,15.75,-93.75,100,4.8,62.12,84,8.626E+023,5.3,-4243.85,731.967,5731.6,4104.63,4856.84,139.216,130,89,119,221,29,1,1,3
2008-06-05 05:11:25,15.75,-93.75,100,4.8,62.12,84,8.626E+023,5.3,-4243.85,731.967,5731.6,4104.63,4856.84,139.216,130,89,119,221,29,1,1,3
2008-05-25 05:45:12,15.29,-91.89,199,4.7,76.53,175,2.755E+023,4.9,-1384.58,-888.338,852.705,306.759,2124.72,1077.82,149,78,116,262,29,26,14,3
2008-05-25 05:45:12,15.29,-91.89,199,4.7,76.53,175,2.755E+023,4.9,-1384.58,-888.338,852.705,306.759,2124.72,1077.82,149,78,116,262,29,26,14,3
2008-05-25 04:17:02,13.87,-91.73,55,4.2,53.45,82,1.535E+023,4.8,-361.834,-594.934,887.552,-122.192,1050.71,484.027,141,78,98,286,15,56,39,3
2008-05-25 04:17:02,13.87,-91.73,55,4.2,53.45,82,1.535E+023,4.8,-361.834,-594.934,887.552,-122.192,1050.71,484.027,141,78,98,286,15,56,39,3
2008-05-04 10:21:35,15.35,-96.79,16,4.4,52.45,8,4.328E+022,4.4,-379.818,-131.393,-290.157,157.306,-52.181,222.512,279,67,85,111,24,101,71,3
2008-05-04 10:21:35,15.35,-96.79,16,4.4,52.45,8,4.328E+022,4.4,-379.818,-131.393,-290.157,157.306,-52.181,222.512,279,67,85,111,24,101,71,3
2008-04-30 10:47:10,15.24,-92.87,125,4.5,57,105,2.607E+022,4.2,60.866,58.974,190.933,-5.42,160.051,-55.447,310,82,-85,99,10,-121,26,3
2008-04-30 10:47:10,15.24,-92.87,125,4.5,57,105,2.607E+022,4.2,60.866,58.974,190.933,-5.42,160.051,-55.447,310,82,-85,99,10,-121,26,3
2008-04-29 10:56:44,18.42,-101.14,49,5.4,56,52,8.132E+023,5.2,6268.4,1854.03,3620.73,1422.93,-287.154,-7691.33,279,58,-99,116,33,-76,23,3
2008-04-29 10:56:44,18.42,-101.14,49,5.4,56,52,8.132E+023,5.2,6268.4,1854.03,3620.73,1422.93,-287.154,-7691.33,279,58,-99,116,33,-76,23,3
2008-04-28 08:18:02,16.6,-100.43,16,4.6,55.84,10,5.272E+022,4.4,-500.57,-244.421,-22.47,49.027,-56.043,451.542,299,48,101,103,43,78,46,3
2008-04-28 08:18:02,16.6,-100.43,16,4.6,55.84,10,5.272E+022,4.4,-500.57,-244.421,-22.47,49.027,-56.043,451.542,299,48,101,103,43,78,46,3
2008-04-17 15:46:31,16.81,-100.17,9,4.5,59.3,8,2.569E+022,4.2,-123.527,-86.788,175.722,80.251,142.989,43.276,136,82,113,244,24,20,53,3
2008-04-17 15:46:31,16.81,-100.17,9,4.5,59.3,8,2.569E+022,4.2,-123.527,-86.788,175.722,80.251,142.989,43.276,136,82,113,244,24,20,53,3
2008-04-17 01:53:00,15.44,-93.5,96,5,71.4,90,6.801E+023,5.2,1866.86,2724.58,3651.35,1277.86,4345.6,-3144.73,320,74,-84,119,17,-109,30,3
2008-04-17 01:53:00,15.44,-93.5,96,5,71.4,90,6.801E+023,5.2,1866.86,2724.58,3651.35,1277.86,4345.6,-3144.73,320,74,-84,119,17,-109,30,3
2008-04-15 07:31:43,18.32,-100.98,57,4.6,70.01,56,9.709E+022,4.6,433.387,576.451,312.629,334.429,310.227,-767.817,314,58,-88,131,32,-93,36,3
2008-04-15 07:31:43,18.32,-100.98,57,4.6,70.01,56,9.709E+022,4.6,433.387,576.451,312.629,334.429,310.227,-767.817,314,58,-88,131,32,-93,36,3
2008-04-12 08:23:19,17.01,-100.83,14,4.2,77.62,22,6.283E+022,4.5,-389.253,-504.801,-57.113,-83.301,35.238,472.554,290,49,67,143,46,114,71,3
2008-04-12 08:23:19,17.01,-100.83,14,4.2,77.62,22,6.283E+022,4.5,-389.253,-504.801,-57.113,-83.301,35.238,472.554,290,49,67,143,46,114,71,3
2008-04-04 12:11:55,13.9,-91.57,80,5.1,72.72,64,3.776E+023,5,-2444.83,-1570.44,909.554,-1277.66,510.38,3722.49,123,53,88,306,37,92,10,3
2008-04-04 12:11:55,13.9,-91.57,80,5.1,72.72,64,3.776E+023,5,-2444.83,-1570.44,909.554,-1277.66,510.38,3722.49,123,53,88,306,37,92,10,3
2008-03-19 20:34:41,23.7,-109.23,10,4.5,67.99,4,3.088E+022,4.3,-106.008,-238.353,116.983,184.942,-55.997,-78.933,252,84,-27,345,63,-173,43,3
2008-03-19 20:34:41,23.7,-109.23,10,4.5,67.99,4,3.088E+022,4.3,-106.008,-238.353,116.983,184.942,-55.997,-78.933,252,84,-27,345,63,-173,43,3
2008-03-13 07:47:00,16.33,-99.31,26,4.2,51.99,14,5.63E+021,3.8,-27.766,-26.624,-32.823,-12.531,-11.43,40.297,295,65,78,141,28,114,19,3
2008-03-13 07:47:00,16.33,-99.31,26,4.2,51.99,14,5.63E+021,3.8,-27.766,-26.624,-32.823,-12.531,-11.43,40.297,295,65,78,141,28,114,19,3
2008-03-12 04:51:52,15.18,-93.02,101,4.8,61.89,96,2.273E+023,4.9,-123.992,423.368,1430.49,1023.68,1416.83,-899.69,318,78,-104,187,18,-42,2,3
2008-03-12 04:51:52,15.18,-93.02,101,4.8,61.89,96,2.273E+023,4.9,-123.992,423.368,1430.49,1023.68,1416.83,-899.69,318,78,-104,187,18,-42,2,3
2008-03-01 04:44:15,16.86,-100.21,8,4.7,71.76,10,8.709E+022,4.6,-467.948,-280.667,598.725,291.724,455.638,176.224,134,81,114,244,26,21,53,3
2008-03-01 04:44:15,16.86,-100.21,8,4.7,71.76,10,8.709E+022,4.6,-467.948,-280.667,598.725,291.724,455.638,176.224,134,81,114,244,26,21,53,3
2008-02-17 07:56:57,16.16,-98.36,5,4.3,63.19,12,4.28E+021,3.7,-16.331,5.708,32.755,4.011,23.286,12.32,120,83,106,232,18,23,29,3
2008-02-17 07:56:57,16.16,-98.36,5,4.3,63.19,12,4.28E+021,3.7,-16.331,5.708,32.755,4.011,23.286,12.32,120,83,106,232,18,23,29,3
2008-02-17 07:10:45,16.24,-98.47,19,4.4,91.07,14,2.736E+022,4.3,-23.595,-69.914,215.437,-42.119,144.39,65.714,124,81,83,345,11,130,20,3
2008-02-17 07:10:45,16.24,-98.47,19,4.4,91.07,14,2.736E+022,4.3,-23.595,-69.914,215.437,-42.119,144.39,65.714,124,81,83,345,11,130,20,3
2008-02-12 12:50:18,16.19,-94.56,96,5.3,74.06,92,6.767E+025,6.5,60887.3,352665,-9476.05,537459,134967,-598347,340,50,-79,144,41,-103,32,3
2008-02-12 12:50:18,16.19,-94.56,96,5.3,74.06,92,6.767E+025,6.5,60887.3,352665,-9476.05,537459,134967,-598347,340,50,-79,144,41,-103,32,3
