times,lat,longs,prof,mssn,vr,profnew,mo,mw,mxx,mxy,mxz,myy,myz,mzz,strike1,dip1,rake1,strike2,dip2,rake2,CLVD,sta_num
2002-03-20 18:41:44,16.85,-100.5,5,4.1,60.78,10,3.215E+021,3.6,-12.972,-10.984,26.779,-0.006,6.706,12.978,105,76,79,324,18,128,28,1
2002-03-17 07:56:36,14.68,-92.89,42,4.4,74.84,70,1.932E+022,4.2,-58.722,112.793,111.551,29.642,132.315,29.08,102,77,137,204,48,17,84,1
2002-03-07 22:08:10,16.89,-100.2,10,4.5,54.64,8,1.917E+022,4.2,154.627,-3.028,122.812,-18.328,21.077,-136.298,276,65,-83,80,25,-105,16,3
2002-02-25 19:02:58,15.92,-98.91,22,4.2,51.36,6,5.022E+021,3.8,-32.11,-1.01,-32.612,-0.545,21.016,32.655,247,71,74,108,25,128,25,1
2002-02-17 04:10:19,16.92,-99.91,28,4.6,59.45,26,6.569E+022,4.5,694.117,401.505,-72.454,-334.13,0.975,-359.987,65,84,-169,334,79,-6,86,3
2002-02-16 18:58:25,17.68,-98.89,52,4.3,57.92,48,2.822E+022,4.3,27.148,132.84,74.799,221.435,-27.226,-248.583,315,49,-115,171,47,-64,9,2
2002-02-14 23:23:14,14.89,-92.73,113,5.7,61.84,84,5.951E+024,5.8,9030.77,1696.34,44147.9,30005.8,25637.1,-39036.6,311,74,-102,171,20,-52,59,3
2002-02-14 15:30:23,16.97,-100.1,5,4.7,64.87,2,5.685E+022,4.5,512.22,20.534,291.856,-85.067,-117.437,-427.153,258,62,-106,108,31,-63,18,3
2002-02-14 05:05:22,16.97,-100.1,10,4.6,54.11,4,3.475E+022,4.3,298.532,-3.626,183.231,-59.274,-112.219,-239.258,249,65,-110,111,32,-53,12,3
2002-02-11 00:35:49,16.34,-99.38,17,4.2,67.7,12,5.326E+021,3.8,-33.829,-3.843,-37.123,16.665,-24.888,17.164,303,79,113,58,26,27,24,1
2002-02-11 00:26:35,15.86,-99.56,16,4.2,59.97,4,6.993E+021,3.9,-29.565,-39.569,12.7,-32.476,18.091,62.041,139,54,94,312,36,84,23,1
2002-02-08 03:43:37,16.49,-100,10,4.2,74.84,6,6.625E+021,3.8,-41.722,-22.583,-12.242,-29.499,-2.356,71.221,303,50,85,131,40,96,35,1
2002-02-02 17:51:13,24.22,-109,10,4.5,67.66,2,3.909E+023,5,-969.405,392.191,-3862.49,1017.73,169.111,-48.325,269,87,95,32,6,33,47,1
2002-01-23 11:49:03,16.94,-100,10,4.4,61.45,10,8.197E+021,3.9,81.163,13.304,32.925,-14.422,5.463,-66.74,279,57,-89,97,33,-92,36,3
2002-01-18 06:15:31,15.69,-93.66,16,4.1,55.17,34,1.273E+022,4,113.286,-91.926,27.271,-25.065,-10.132,-88.222,251,52,-79,54,39,-103,87,1
2002-01-16 23:09:56,15.58,-93.6,36,6.3,96.35,64,4.817E+025,6.4,-74179.8,54630.1,17090.3,57037,478188,17142.8,359,89,-84,100,6,-169,30,1
2002-01-02 01:28:46,18.61,-101.6,48,4.6,76.67,54,1.409E+023,4.7,273.607,689.93,1095.63,194.873,460.699,-468.48,291,77,-109,169,23,-34,39,3
2003-12-14 23:54:23,17.39,-95.39,115,4.3,51.51,130,1.024E+023,4.6,1055.54,201.909,-274.605,-729.663,-314.831,-325.872,137,79,-29,233,61,-168,42,1
2003-12-05 16:45:31,19.78,-101.2,5,4.2,50.93,4,6.982E+021,3.9,0.039,5.522,19.398,-2.613,66.852,2.574,164,90,86,69,4,174,9,1
2003-11-20 15:58:56,18.16,-100.3,50,4.3,87.25,64,2.879E+022,4.3,302.773,38.771,-91.351,-67.344,22.421,-235.429,87,55,-102,286,37,-74,41,1
2003-11-19 21:48:24,16.81,-95.5,97,4.4,85.85,94,1.534E+022,4.1,158.656,38.446,50.645,-55.451,-33.893,-103.205,254,61,-124,129,44,-45,44,1
2003-11-19 13:50:28,17.83,-99.49,48,4.9,80.29,48,7.177E+023,5.2,7931.86,-14.93,-1468.66,-1884.74,553.302,-6047.13,83,51,-99,277,40,-79,45,3
2003-11-16 11:29:47,16.43,-93.1,209,4.3,61.31,195,3.535E+022,4.3,-170.859,125.2,-20.988,-34.493,277.997,205.352,204,72,64,82,32,144,40,2
2003-11-11 16:51:55,14.81,-94.25,22,4.8,62.21,42,1.695E+023,4.8,-468.503,984.467,-320.631,1637.51,27.576,-1169.01,131,54,-130,6,51,-48,66,3
2003-10-19 13:37:44,13.4,-90.57,15,4.5,52.78,44,3.802E+022,4.4,-137.466,-213.931,23.341,-220.194,41.776,357.66,142,49,92,319,41,88,19,3
2003-10-13 09:06:30,20.19,-102.9,59,4.2,63.1,30,1.136E+022,4,2.466,36.237,-51.758,-88.092,36.876,85.626,219,63,111,359,34,56,5,1
2003-10-07 15:51:21,16.49,-93.55,116,4.5,76.8,140,1.968E+023,4.8,817.282,1356.33,255.893,187.231,1103.68,-1004.51,339,70,-52,93,42,-149,35,2
2003-09-30 12:35:41,16.08,-98.3,10,4.1,70.21,10,1.812E+022,4.1,-125.396,-3.483,95.524,64.284,109.456,61.112,129,79,122,236,33,21,11,3
2003-09-30 10:10:03,16.06,-98.32,8,4.2,69.76,10,1.748E+022,4.1,-116.061,-49.297,109.827,29.243,77.21,86.817,124,72,106,262,24,51,35,3
2003-09-30 09:30:50,16.11,-98.41,6,4.6,60.36,14,3.226E+022,4.3,-232.089,-17.021,166.239,98.734,188.544,133.354,128,76,120,240,33,26,8,3
2003-09-29 04:26:03,15.34,-92.06,164,4.8,54.63,160,2.513E+024,5.6,7528.88,-16719.4,5799.32,-17286.2,-10114.5,9757.29,11,73,144,114,56,21,26,3
2003-09-27 03:32:35,15.73,-92.52,197,4.2,82.93,200,1.444E+023,4.7,515.759,-1335.43,-162.4,-327.829,-279.227,-187.93,190,80,-168,98,79,-10,14,3
2003-09-21 07:38:55,18.32,-103.4,17,4.6,58.11,24,3.028E+022,4.3,-107.765,145.667,193.855,-27.998,180.142,135.764,95,71,130,206,44,28,76,1
2003-09-17 00:25:16,16.86,-94.02,135,4.6,88.26,120,6.064E+022,4.5,248.902,246.721,254.794,263.867,211.644,-512.769,313,62,-93,139,29,-84,4,2
2003-09-11 21:57:11,15.44,-92.05,172,4.5,57.74,165,8.54E+022,4.6,-241.201,-238.346,636.117,207.042,514.111,34.159,134,85,104,242,15,19,51,3
2003-08-29 03:09:59,13.53,-91.47,102,4.8,59.87,74,1.435E+023,4.7,665.435,457.902,44.795,-309.562,1292.05,-355.873,342,83,-61,83,30,-167,54,3
2003-08-25 23:25:03,18.83,-106.6,5,5.3,64.27,16,1.453E+024,5.4,-14503.8,5711.33,1645.39,6719.3,4880.03,7784.48,111,61,145,220,60,34,36,1
2003-08-25 06:28:28,13.43,-91.41,60,6,76.97,44,9.281E+024,5.9,20079.9,50571.2,-9026.26,65796.5,4008.23,-85876.4,140,46,-100,335,45,-79,23,3
2003-08-20 19:06:18,16.6,-94.3,115,4.5,52.67,96,8.616E+022,4.6,-419.066,416.364,-446.938,680.15,-135.562,-261.084,122,76,-143,22,54,-17,13,1
2003-08-13 09:25:55,14.4,-93.57,20,4.4,62.82,18,1.199E+022,4,-11.564,-75.454,78.653,49.441,38.187,-37.877,253,68,-37,358,56,-153,52,1
2003-08-11 01:17:54,18.49,-106.2,23,5.2,77.67,44,1.529E+024,5.4,-14074,9227.6,2341.24,5802.3,3319.97,8271.69,105,64,147,211,61,30,55,1
2003-07-29 07:09:54,16.65,-99.68,5,4.3,55,18,2.108E+022,4.2,-127.764,-26.217,144.872,27.198,96.363,100.565,120,74,105,255,22,47,11,3
2003-07-21 23:53:44,18.43,-101,72,4.7,66.8,54,4.077E+023,5,3101.53,1616.41,1580.95,500.974,-297.447,-3602.5,282,56,-106,129,37,-67,2,3
2003-07-18 02:59:12,15.64,-96.77,15,4.3,59.78,10,4.251E+021,3.7,-31.826,27.017,14.96,0.752,-0.141,31.074,78,57,113,220,39,58,55,1
2003-07-05 22:50:38,15.65,-92.21,186,4.1,91.6,190,2.225E+023,4.9,-816.834,-1979.23,-190.925,952.915,-454.359,-136.081,168,87,-167,78,77,-3,8,1
2003-06-22 05:04:02,16.23,-94.06,108,4.5,85.35,110,5.48E+022,4.5,-45.156,288.865,103.834,-203.31,393.961,248.466,182,74,56,69,37,152,17,2
2003-06-12 22:59:07,15.84,-96.61,5,4.3,83.03,26,9.347E+021,3.9,-75.303,19.553,-37.429,-14.649,-8.364,89.952,264,57,101,65,35,74,24,1
2003-05-31 21:08:56,16.03,-98.15,3,4.3,72.6,12,1.235E+022,4,-98.459,-14.327,26.212,-40.859,4.25,139.318,103,51,89,284,39,91,53,1
2003-05-31 14:52:00,14.54,-93.17,15,4.4,52,42,2.804E+022,4.3,25.808,190.671,23.126,204.403,29.191,-230.211,326,49,-92,149,41,-88,58,1
2003-05-28 21:35:07,18.08,-105.2,20,4.3,67.83,2,1.764E+022,4.1,-8.728,150.998,-53.639,102.838,-36.558,-94.11,110,72,-142,6,54,-23,79,3
2003-05-27 15:25:24,15.39,-92.01,206,4.5,88.51,200,2.766E+023,4.9,-344.66,-2639.73,-65.549,144.93,-786.381,199.73,357,89,163,87,73,1,13,1
2003-05-27 08:05:30,14.75,-94.18,21,4.3,55.76,32,1.726E+022,4.1,52.494,-165.334,-6.435,-44.816,-5.078,-7.678,98,88,-2,188,88,-178,8,1
2003-05-19 16:27:10,17.95,-105.8,5,6,78.92,4,6.784E+024,5.9,-9514.83,-30165.8,59.844,67209.3,4542.34,-57694.5,17,47,-93,201,43,-87,51,1
2003-05-17 07:16:02,16.47,-99.21,20,4.5,61.25,28,3.231E+022,4.3,-271.353,38.501,-95.593,288.162,-128.299,-16.81,311,88,151,42,61,2,23,1
2003-05-16 09:09:24,18.29,-101.2,67,4.6,89.67,52,1.839E+023,4.8,1964.02,-727.356,-159.947,-1206.34,-359.176,-757.678,119,73,-20,216,71,-162,54,1
2003-05-07 08:33:37,13.8,-92.11,12,4.7,62.25,30,1.798E+023,4.8,-1939.9,124.583,-305.685,1502.89,350.863,437.014,224,84,17,132,73,174,38,3
2003-05-03 23:19:32,19.63,-105.5,20,4.8,90.89,6,5.435E+022,4.5,420.125,-95.309,61.235,198.919,-57.703,-619.044,247,49,-93,72,41,-86,53,1
2003-04-27 13:13:25,18.94,-104.4,10,4.3,62.48,12,4.288E+021,3.7,-25.889,-2.846,21.391,5.43,29.19,20.459,132,76,113,251,26,33,31,2
2003-04-26 15:49:04,18.71,-104.3,10,4.2,84.22,14,6.033E+021,3.8,-9.93,-25.82,53.506,1.047,-4.61,8.883,88,85,64,349,26,170,4,1
2003-04-13 02:13:46,15.69,-93.79,79,4.5,76.61,86,7.711E+022,4.6,-169.179,-84.087,21.725,-50.213,752.565,219.392,175,85,97,302,9,37,37,1
2003-03-27 07:44:23,18.01,-101.7,24,4.8,62.23,38,2.707E+023,4.9,-1222.13,-1717.3,-1261.65,-728.97,-370.595,1951.1,295,61,71,151,35,121,39,3
2003-03-22 08:06:13,13.99,-91.79,20,4.4,58.22,48,4.886E+022,4.4,-370.863,71.531,197.252,484.374,-46.894,-113.511,217,73,-23,314,68,-161,3,3
2003-03-18 00:05:45,15.66,-95.88,5,4.3,80.43,12,6.059E+021,3.8,-19.534,1.891,-1.639,-48.777,15.315,68.311,184,52,90,3,38,89,55,1
2003-03-15 06:39:09,14.01,-91.41,29,4.9,58.45,58,1.524E+023,4.8,417.559,737.299,-386.979,1007.76,133.723,-1425.32,131,49,-110,341,45,-68,3,3
2003-03-10 21:11:06,18.24,-102.3,29,4.5,76.99,40,2.463E+022,4.2,152.016,-201.437,-12.846,-94.638,-58.274,-57.378,197,79,-164,104,75,-11,29,1
2003-03-08 19:45:17,18.58,-104.1,5,4.5,50.56,14,2.802E+022,4.3,-190.669,-101.307,64.888,11.591,173.015,179.078,141,67,118,266,36,42,10,2
2003-03-04 13:42:09,16.04,-98.34,12,4.5,79.22,6,1.224E+022,4,-121.511,15.274,26.211,15.141,30.527,106.369,101,53,112,246,42,63,10,1
2003-02-25 21:38:48,17.56,-101.5,42,4.5,73.68,22,3.75E+022,4.3,-287.021,143.192,-196.254,66.572,-118.114,220.448,281,67,125,40,41,37,2,1
2003-02-20 06:09:16,13.68,-89.87,80,4.9,60.58,52,2.066E+023,4.8,-901.96,-1358.49,-276.223,-904.567,-229.66,1806.53,314,50,88,136,40,92,40,3
2003-02-19 09:39:36,18.6,-104.5,13,4.1,70.94,14,4.957E+021,3.8,-27.851,-29.116,10.489,-16.403,6.278,44.254,127,52,87,312,38,94,28,2
2003-02-19 00:32:44,19.34,-105.5,15,4.5,64.95,4,6.103E+022,4.5,165.718,385.011,-339.835,101.828,273.001,-267.545,96,65,-140,346,54,-31,48,1
2003-02-17 18:14:41,19.31,-105.6,15,4.3,55.99,6,7.051E+021,3.9,0.731,50.811,-34.414,22.508,28.743,-23.239,359,64,-31,104,63,-150,36,3
2003-02-17 08:46:03,14.33,-90.93,16,4.6,68.82,16,7.756E+022,4.6,-196.937,284.813,-322.7,318.598,-645.001,-121.661,152,79,-94,353,11,-69,69,3
2003-02-17 04:41:57,18.84,-105.1,15,5,86.32,4,6.204E+023,5.2,-1624.39,-5015.73,2007.27,-2548.21,609.212,4172.6,115,59,58,345,43,131,65,1
2003-02-16 20:29:20,13.61,-91.71,22,4.5,64.28,50,3.627E+022,4.3,-67.975,223.504,162.473,266.642,18.203,-198.667,300,66,-136,188,51,-32,31,3
2003-02-14 06:53:52,18.53,-104,13,4.1,51.79,12,2.593E+021,3.6,-23.466,-9.3,2.763,-0.103,5.429,23.569,120,51,104,278,41,73,17,1
2003-02-05 07:54:10,16.39,-99.15,16,4.3,59.29,14,4.791E+021,3.8,-49.219,-17.676,7.738,9.427,4.895,39.791,111,51,97,280,40,81,51,3
2003-02-01 16:30:59,16.53,-93.21,210,5.3,89.46,180,5.364E+024,5.8,-12897.9,24725.9,325.847,5427.57,46822.9,7470.29,189,86,60,92,30,172,29,3
2003-01-28 11:29:06,18.47,-104.1,22,4.2,51.76,16,4.966E+021,3.8,-53.311,14.472,-0.73,21.744,15.063,31.567,228,58,44,112,54,139,46,1
2003-01-23 17:54:37,18.66,-104.3,15,4.3,64.31,10,8.212E+021,3.9,-22.72,-35.993,35.122,19.284,62.685,3.436,157,88,119,251,29,5,33,2
2003-01-23 10:54:59,18.49,-104.4,7,4.7,56.2,10,4.708E+022,4.4,-301.857,-277.822,-123.798,-69.488,-144.323,371.345,312,57,101,113,34,74,41,2
2003-01-22 20:15:38,18.83,-104.4,10,5.3,82.88,12,5.089E+023,5.1,-4561.5,-1762.9,994.086,-224.542,201.743,4786.05,108,51,88,291,39,93,15,1
2003-01-22 19:41:40,18.64,-104.5,10,5.8,84.37,10,2.171E+024,5.5,-20160.5,-11867.8,-4224.89,2939.21,-2034.7,17221.3,294,51,92,111,39,88,62,1
2003-01-21 07:06:59,13.62,-91.37,16,5.1,58.64,28,4.97E+023,5.1,-2744.15,-3004.72,1800.95,-1308.87,464.789,4053.03,117,56,76,321,36,110,33,2
2003-01-21 02:46:52,13.33,-91.43,20,6.2,72.66,28,3.196E+025,6.3,-174166,-148099,23499.8,-151710,-9574.17,325876,129,46,85,317,44,96,10,2
2003-01-18 18:11:31,15.63,-98.61,16,4.1,61.95,4,4.39E+021,3.7,-3.903,-1.346,-32.442,17.672,25.465,-13.769,46,82,-75,163,17,-153,28,1
2003-01-12 06:19:57,16.13,-97.6,9,4.1,54.6,22,4.518E+021,3.7,-23.109,15.884,33.104,18.416,15.662,4.693,113,86,125,209,35,6,3,1
2003-01-10 02:08:02,16.91,-100.3,25,5.3,73.74,26,4.288E+023,5.1,-3969.45,-1070.74,1342.14,1348.22,1866.65,2621.23,129,65,124,250,41,39,26,3
2003-01-03 12:40:54,17.22,-102.8,16,4.2,59.08,8,2.902E+022,4.3,-261.753,98.852,180.762,162.506,18.586,99.247,113,80,136,212,47,14,69,1
2004-12-29 17:29:29,19.57,-105.9,12,4.6,77.39,20,8.684E+022,4.6,-279.115,588.445,422.355,468.262,369.721,-189.148,291,87,-141,199,51,-4,61,1
2004-12-29 17:29:29,19.57,-105.9,12,4.6,77.39,20,8.684E+022,4.6,-279.115,588.445,422.355,468.262,369.721,-189.148,291,87,-141,199,51,-4,61,1
2004-12-28 11:57:43,15.85,-92.87,166,4.3,65.52,150,1.499E+023,4.8,914.253,-1164.07,-231.146,-561.464,-459.266,-352.789,199,73,-161,103,72,-18,14,1
2004-12-28 11:57:43,15.85,-92.87,166,4.3,65.52,150,1.499E+023,4.8,914.253,-1164.07,-231.146,-561.464,-459.266,-352.789,199,73,-161,103,72,-18,14,1
2004-12-28 00:39:23,15.83,-96.29,36,4.4,50.87,24,1.166E+022,4,-99.89,32.283,-38.119,36.068,-59.205,63.822,291,65,134,45,49,34,18,3
2004-12-28 00:39:23,15.83,-96.29,36,4.4,50.87,24,1.166E+022,4,-99.89,32.283,-38.119,36.068,-59.205,63.822,291,65,134,45,49,34,18,3
2004-12-23 05:56:31,15.51,-93.75,35,4.4,51.2,64,2.26E+022,4.2,85.271,139.625,57.707,107.388,40.35,-192.658,312,54,-96,143,36,-81,34,3
2004-12-23 05:56:31,15.51,-93.75,35,4.4,51.2,64,2.26E+022,4.2,85.271,139.625,57.707,107.388,40.35,-192.658,312,54,-96,143,36,-81,34,3
2004-12-22 04:32:42,13.82,-92.58,20,4.5,54.34,44,7.626E+022,4.6,183.345,-581.123,281.224,-297.658,452.513,114.314,13,75,-158,277,68,-16,80,1
2004-12-22 04:32:42,13.82,-92.58,20,4.5,54.34,44,7.626E+022,4.6,183.345,-581.123,281.224,-297.658,452.513,114.314,13,75,-158,277,68,-16,80,1
2004-12-20 16:16:51,18.62,-104.8,25,4.1,50.86,8,5.997E+021,3.8,38.285,40.564,5.151,12.009,8.507,-50.294,312,50,-82,119,41,-100,50,3
2004-12-20 16:16:51,18.62,-104.8,25,4.1,50.86,8,5.997E+021,3.8,38.285,40.564,5.151,12.009,8.507,-50.294,312,50,-82,119,41,-100,50,3
2004-12-19 09:55:57,18,-97.7,68,4.1,50.81,54,1.366E+022,4.1,70.144,91.184,-20.876,38.031,34.582,-108.176,332,51,-58,107,49,-123,28,3
2004-12-19 09:55:57,18,-97.7,68,4.1,50.81,54,1.366E+022,4.1,70.144,91.184,-20.876,38.031,34.582,-108.176,332,51,-58,107,49,-123,28,3
2004-12-17 05:12:07,15.66,-94.09,35,4.4,52.49,64,1.948E+022,4.2,-37.74,-81.783,56.154,-29.379,158.257,67.119,159,78,109,280,22,33,20,3
2004-12-17 05:12:07,15.66,-94.09,35,4.4,52.49,64,1.948E+022,4.2,-37.74,-81.783,56.154,-29.379,158.257,67.119,159,78,109,280,22,33,20,3
2004-12-17 03:39:46,15.69,-94.13,20,4.3,51.66,44,5.992E+021,3.8,-32.819,33.105,22.578,51.338,1.648,-18.519,300,75,-154,202,65,-17,24,1
2004-12-17 03:39:46,15.69,-94.13,20,4.3,51.66,44,5.992E+021,3.8,-32.819,33.105,22.578,51.338,1.648,-18.519,300,75,-154,202,65,-17,24,1
2004-12-10 10:32:21,15.14,-97.33,16,5.1,76.83,6,3.3E+023,5,2336.15,823.826,-1315.26,746.157,-926.019,-3082.31,118,60,-85,289,31,-98,24,3
2004-12-10 10:32:21,15.14,-97.33,16,5.1,76.83,6,3.3E+023,5,2336.15,823.826,-1315.26,746.157,-926.019,-3082.31,118,60,-85,289,31,-98,24,3
2004-12-08 03:15:56,16.91,-100.4,5,4.1,79.6,14,3.055E+021,3.6,-6.457,6.081,26.776,-10.802,9.188,17.259,99,79,101,233,16,45,72,1
2004-12-08 03:15:56,16.91,-100.4,5,4.1,79.6,14,3.055E+021,3.6,-6.457,6.081,26.776,-10.802,9.188,17.259,99,79,101,233,16,45,72,1
2004-12-06 19:46:39,15.99,-98.58,15,4.3,69.48,12,5.24E+021,3.8,-0.736,-27.556,44.569,0.725,1.834,0.01,91,90,58,0,32,180,8,1
2004-12-06 19:46:39,15.99,-98.58,15,4.3,69.48,12,5.24E+021,3.8,-0.736,-27.556,44.569,0.725,1.834,0.01,91,90,58,0,32,180,8,1
2004-12-06 18:19:07,16,-98.56,10,4.7,61.05,10,1.072E+023,4.7,-1030.49,-81.746,-162.688,14.917,265.394,1015.57,260,51,71,108,43,111,9,3
2004-12-06 18:19:07,16,-98.56,10,4.7,61.05,10,1.072E+023,4.7,-1030.49,-81.746,-162.688,14.917,265.394,1015.57,260,51,71,108,43,111,9,3
2004-12-06 09:11:10,16.1,-98.67,20,4.2,54.39,10,2.608E+021,3.6,-25.971,-4.585,1.342,4.017,-8.5,21.954,78,49,60,299,49,120,9,1
2004-12-06 09:11:10,16.1,-98.67,20,4.2,54.39,10,2.608E+021,3.6,-25.971,-4.585,1.342,4.017,-8.5,21.954,78,49,60,299,49,120,9,1
2004-12-06 08:50:20,15.98,-98.58,8,4.6,80.98,10,3.349E+022,4.3,-290.309,21.917,102.092,-54.323,21.599,344.631,89,54,95,261,36,83,30,1
2004-12-06 08:50:20,15.98,-98.58,8,4.6,80.98,10,3.349E+022,4.3,-290.309,21.917,102.092,-54.323,21.599,344.631,89,54,95,261,36,83,30,1
2004-11-30 13:36:28,17.23,-94.11,185,4.7,75.65,180,1.383E+023,4.7,-21.64,328.284,866.485,531.83,887.848,-510.19,317,78,-101,179,16,-49,13,3
2004-11-30 13:36:28,17.23,-94.11,185,4.7,75.65,180,1.383E+023,4.7,-21.64,328.284,866.485,531.83,887.848,-510.19,317,78,-101,179,16,-49,13,3
2004-11-22 03:49:26,17.93,-99.6,50,4.5,65.33,44,5.468E+022,4.5,607.717,227.374,-9.057,-182.734,-4.175,-424.983,105,46,-89,284,44,-91,73,1
2004-11-22 03:49:26,17.93,-99.6,50,4.5,65.33,44,5.468E+022,4.5,607.717,227.374,-9.057,-182.734,-4.175,-424.983,105,46,-89,284,44,-91,73,1
2004-11-16 17:20:29,15.92,-98.6,8,4.1,59.21,16,3.53E+021,3.7,-24.667,-28.271,0.31,9.763,-8.716,14.904,340,74,157,77,68,18,54,1
2004-11-16 17:20:29,15.92,-98.6,8,4.1,59.21,16,3.53E+021,3.7,-24.667,-28.271,0.31,9.763,-8.716,14.904,340,74,157,77,68,18,54,1
2004-11-15 03:48:29,16.14,-98.73,21,4.4,78.72,12,1.841E+022,4.1,-52.871,-143.104,-0.119,-95.797,6.905,148.668,143,46,95,316,44,85,64,1
2004-11-15 03:48:29,16.14,-98.73,21,4.4,78.72,12,1.841E+022,4.1,-52.871,-143.104,-0.119,-95.797,6.905,148.668,143,46,95,316,44,85,64,1
2004-11-15 02:38:39,15.98,-98.72,25,5.1,72.22,4,6.292E+023,5.2,-3990.91,-3683.33,659.516,-1202.72,-1904.87,5193.63,325,52,119,103,47,58,16,3
2004-11-15 02:38:39,15.98,-98.72,25,5.1,72.22,4,6.292E+023,5.2,-3990.91,-3683.33,659.516,-1202.72,-1904.87,5193.63,325,52,119,103,47,58,16,3
2004-11-15 02:10:23,16.09,-93.89,99,4.6,70.17,110,1.546E+023,4.8,-211.455,536.303,619.288,651.374,1245.39,-439.919,333,77,-91,157,13,-86,53,3
2004-11-15 02:10:23,16.09,-93.89,99,4.6,70.17,110,1.546E+023,4.8,-211.455,536.303,619.288,651.374,1245.39,-439.919,333,77,-91,157,13,-86,53,3
2004-11-15 00:31:10,15.97,-98.73,16,4.5,70.53,8,3.762E+022,4.4,-255.266,-181.454,128.132,-79.391,33.234,334.657,115,55,82,309,36,101,15,3
2004-11-15 00:31:10,15.97,-98.73,16,4.5,70.53,8,3.762E+022,4.4,-255.266,-181.454,128.132,-79.391,33.234,334.657,115,55,82,309,36,101,15,3
2004-11-14 22:39:44,16.02,-98.62,5,4.2,77.64,6,7.94E+021,3.9,-38.803,-43.419,26.743,-30.338,12.16,69.141,125,56,81,320,35,103,19,1
2004-11-14 22:39:44,16.02,-98.62,5,4.2,77.64,6,7.94E+021,3.9,-38.803,-43.419,26.743,-30.338,12.16,69.141,125,56,81,320,35,103,19,1
2004-11-14 15:20:31,16.04,-98.74,6,4.1,50.91,10,2.041E+021,3.5,-19.632,-3.721,5.579,15.275,-7.322,4.357,54,79,29,318,62,168,11,1
2004-11-14 15:20:31,16.04,-98.74,6,4.1,50.91,10,2.041E+021,3.5,-19.632,-3.721,5.579,15.275,-7.322,4.357,54,79,29,318,62,168,11,1
2004-11-08 06:05:29,16.27,-91.22,27,4.3,82.24,2,1.173E+022,4,45.693,32.675,-30.079,-35.756,-101.187,-9.937,158,88,-64,251,26,-176,24,1
2004-11-08 06:05:29,16.27,-91.22,27,4.3,82.24,2,1.173E+022,4,45.693,32.675,-30.079,-35.756,-101.187,-9.937,158,88,-64,251,26,-176,24,1
2004-10-28 20:30:02,18.34,-99.74,51,4.6,89.53,54,2.463E+023,4.9,58.538,146.286,-774.01,2313.37,108.864,-2371.91,12,48,-68,161,47,-113,21,1
2004-10-28 20:30:02,18.34,-99.74,51,4.6,89.53,54,2.463E+023,4.9,58.538,146.286,-774.01,2313.37,108.864,-2371.91,12,48,-68,161,47,-113,21,1
2004-10-25 19:53:10,15.57,-93.37,114,4.5,70.05,110,1.26E+023,4.7,-561.141,980.898,410.031,63.516,419.491,497.625,92,66,149,196,62,27,7,1
2004-10-25 19:53:10,15.57,-93.37,114,4.5,70.05,110,1.26E+023,4.7,-561.141,980.898,410.031,63.516,419.491,497.625,92,66,149,196,62,27,7,1
2004-10-21 20:40:40,15.79,-92.79,193,4.4,64.3,200,2.586E+022,4.2,-109.149,-186.641,-17.135,-1.986,140.467,111.135,163,70,139,270,51,25,9,1
2004-10-21 20:40:40,15.79,-92.79,193,4.4,64.3,200,2.586E+022,4.2,-109.149,-186.641,-17.135,-1.986,140.467,111.135,163,70,139,270,51,25,9,1
2004-10-16 09:36:41,16.74,-94.15,133,4.4,70.72,120,5.644E+022,4.5,-89.754,132.777,352.736,262.69,354.524,-172.936,316,79,-108,196,20,-32,20,3
2004-10-16 09:36:41,16.74,-94.15,133,4.4,70.72,120,5.644E+022,4.5,-89.754,132.777,352.736,262.69,354.524,-172.936,316,79,-108,196,20,-32,20,3
2004-10-01 04:06:12,15.26,-93.24,50,4.3,85.26,76,2.69E+022,4.3,-99.201,-59.842,-30.284,54.695,262.257,44.507,179,90,104,269,14,0,65,1
2004-10-01 04:06:12,15.26,-93.24,50,4.3,85.26,76,2.69E+022,4.3,-99.201,-59.842,-30.284,54.695,262.257,44.507,179,90,104,269,14,0,65,1
2004-09-28 08:47:07,16.65,-99.07,16,4.5,63.95,24,1.931E+022,4.2,-144.162,57.034,-110.93,66.135,-78.157,78.027,291,75,128,40,40,24,2,3
2004-09-28 08:47:07,16.65,-99.07,16,4.5,63.95,24,1.931E+022,4.2,-144.162,57.034,-110.93,66.135,-78.157,78.027,291,75,128,40,40,24,2,3
2004-09-20 00:34:28,14.23,-92.83,60,4.6,56.23,38,3.112E+022,4.3,-232.791,-88.797,2.522,-108.445,-28.624,341.236,301,46,95,114,44,85,37,2
2004-09-20 00:34:28,14.23,-92.83,60,4.6,56.23,38,3.112E+022,4.3,-232.791,-88.797,2.522,-108.445,-28.624,341.236,301,46,95,114,44,85,37,2
2004-09-11 02:01:41,16.75,-99.17,5,4.3,71.28,24,7.206E+021,3.9,-80.068,20.47,9.755,36.004,16.667,44.063,113,60,139,226,55,37,57,1
2004-09-11 02:01:41,16.75,-99.17,5,4.3,71.28,24,7.206E+021,3.9,-80.068,20.47,9.755,36.004,16.667,44.063,113,60,139,226,55,37,57,1
2004-08-30 04:44:39,15.27,-94.51,9,4.8,55.35,32,2.088E+023,4.8,-1320.86,-870.879,54.663,-829.791,309.356,2150.65,132,48,97,302,42,82,17,3
